"","species","citation","entry","lon","lat","comments","year","accepted_name"
"3442","Seseli coloratum","@schalowErgebnisseDurchforschungSchlesischen1936","Zu den schon bekannte gesellt sich nun noch Silene Otites, die ich in den Nephritbruchen bei Jordansmühl antraf. Sie wuchs hier in Gesellschaft von Potentilla arenaria, Scabiosa canescens, Artemisia campestris, Seseli coloratum und Verbascum Blattaria.",16.83823,50.87105,"w kamieniołomach nefrytu, Jordanów Śląski","1936","Seseli annuum subsp. annuum"
"3443","Setaria Italica var. maxima Alef","@schalowErgebnisseDurchforschungSchlesischen1932","Setaria Italica var. maxima Alef mit dichter überhängender Rispe Breslau: auf den Müllabfuhrplätzen nicht selten!",17.09699,51.13491,"Mirowiec, os. Kowale, Wrocław, wysypisko śmieci; wysypiska śmieci","1932","Setaria italica (L.) P.Beauv."
"3444","Setaria italica","@schalowErgebnisseDurchforschungSchlesischen1935","Setaria italica Jauer: Nieder-Hertwigswaldau (Strauch)!",16.25905,51.08603,"Snowidza Dolna","1935","Setaria italica (L.) P.Beauv."
"3445","Setaria ambigua Guss.","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Setaria ambigua Guss. Breslau: Schuttplatz an der Körnerwiese.",17.02072,51.06883,"wysypisko śmieci, polana Kornera, Wrocław; (https://www.dworniczak.com/zieleniec-ze-wzgorzem-skornik-historyczna-polana-kornera/)","1931","Setaria verticillata (L.) P.Beauv."
"3446","Setaria viridis f. fallax Bruhin","@schalowErgebnisseDurchforschungSchlesischen1932","S. viridis f. fallax Bruhin mit lockerer unterbrochener Rispe Breslau: Umschlaghafen Pöpelwitz! (Dr. K. Meyer)!",16.99273,51.1312,"Wrocław, dawny port przeładnunkowy Popowice","1932","Setaria viridis (L.) P.Beauv."
"3447","Sideritis montana","@schalowErgebnisseDurchforschungSchlesischen1932","Sideritis montana Breslau: Güterbahnhof West!",17.01173,51.11007,"Wrocław, między ul. Braniborska a Robotnicza","1932","Sideritis montana L."
"3448","Cucubalus baccifer","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Cucubalus baccifer Liegnitz: Wahlstatt (Frl. Ursula Buchs)!",16.24013,51.14522,"Legnickie Pole, gm. Legnickie Pole, pow. legnicki","1931","Silene baccifera (L.) Roth"
"3449","Cucubalus baccifer","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Cucubalus baccifer Liegnitz: Wahlstatt (Frl. Ursula Buchs)!",16.24013,51.14522,"Legnickie Pole, gm. Legnickie Pole, pow. legnicki","1931","Silene baccifera (L.) Roth"
"3450","Cucubalus baccifer","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Cucubalus baccifer [...] Strehlen: Fuchsberg bei Louisdorf u. a.!",17.20641,50.75171,"[wzgórze] Nadłęcze, Łojowice, gm. Wiązów, pow. Strzelin","1933","Silene baccifera (L.) Roth"
"3451","Cucubalus baccifer","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Cucubalus baccifer [...] Kanth: Koslau (Schoepke)!; [...]",16.72838,51.03821,"Kozłów, gm. Kąty Wrocławskie","1933","Silene baccifera (L.) Roth"
"3452","Cucubalus baccifer","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Cucubalus baccifer [...] Neumarkt: zwischen Ellguth und Schönau (Kotschy)!; [...]",16.54117,51.14738,"pomiędzy miejscowościami Ligotka i Ogrodnica, gm. Środa Śląska","1933","Silene baccifera (L.) Roth"
"3453","Cucubalus baccifer","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Cucubalus baccifer Liegnitz: Rufferpark, gegen Weißenhof (Weimann)!; [...]",16.13168,51.19827,"okolice wzgórza Sępia Góra, Legnica","1933","Silene baccifera (L.) Roth"
"3454","Cucubalus baccifer","@schalowErgebnisseDurchforschungSchlesischen1934","Cucubalus baccifer Neiße: Mannsdorf!",17.46728,50.4989,"Mańkowice, gm. Łambinowice, pow. nyski","1934","Silene baccifera (L.) Roth"
"3455","Cucubalus baccifer","@schalowErgebnisseDurchforschungSchlesischen1935","Cucubalus baccifer [...] Freiburg: Liebichau (Loge)",16.33202,50.83187,"Lubiechów","1935","Silene baccifera (L.) Roth"
"3456","Cucubalus baccifer","@schalowErgebnisseDurchforschungSchlesischen1935","Cucubalus baccifer [...] Strehlen: Dätzdorf!; [...] ",17.13304,50.67261,"Dzierzkowa, gm. Przeworno","1935","Silene baccifera (L.) Roth"
"3457","Cucubalus baccifer","@schalowErgebnisseDurchforschungSchlesischen1935","Cucubalus baccifer [...] Kanth: Sadewitz (Schoepke)!; [...]",16.79707,51.05878,"Sadowice, gm. Kąty Wrocławskie","1935","Silene baccifera (L.) Roth"
"3458","Cucubalus baccifer","@schalowErgebnisseDurchforschungSchlesischen1935","Cucubalus baccifer Steinau a. d. O.: Thiemendorf!;",16.35371,51.4486,"Tymowa, gm. Ścinawa, pow. lubiński","1935","Silene baccifera (L.) Roth"
"3459","Cucubalus baccifer","@schalowErgebnisseDurchforschungSchlesischen1936","Nach den Beobachtungen Weimanns scheint sich Cucubalus baccifer auch in der Liegnitzer Gegend weiter auszubreiten.",16.1937,51.20265,"Legnica, okolice","1936","Silene baccifera (L.) Roth"
"3460","Lychnnis Chalcedonica L.","@schalowErgebnisseDurchforschungSchlesischen1934","Lychnnis Chalcedonica L. [...] Gleiwitz: in einem Gehölz verwildert (Czmok)!",18.70715,50.30579,"Giiwice, w lesie, zdziczałe","1934","Silene chalcedonica (L.) E.H.L.Krause"
"3461","Lychnnis Chalcedonica L.","@schalowErgebnisseDurchforschungSchlesischen1934","Lychnnis Chalcedonica L. Liebenthal: Grabenrand am „Heim“ (Schüler Ziegler t. Buchs)!; [...]",NA,NA,"Lubomierz, krawędź rowów przy XXX","1934","Silene chalcedonica (L.) E.H.L.Krause"
"3462","Lychnis chalcedonica","@schalowErgebnisseDurchforschungSchlesischen1935","Lychnis chalcedonica Breslau: Schuttplatz vor Morgenau!",17.06966,51.09861,"Wrocław, Rakowiec, wysypisko śmieci","1935","Silene chalcedonica (L.) E.H.L.Krause"
"3463","Silene conica","@schalowErgebnisseDurchforschungSchlesischen1932","Silene conica Gr.-Strehlitz: Larischka (Schubert)!",18.17923,50.54258,"nieistniejąca kolonia, teren miejscowości Suchodaniec, gm. Izbicko","1932","Silene conica L."
"3464","Lychnis coronaria","@schalowErgebnisseDurchforschungSchlesischen1936","Lychnis coronaria Frankenstein: gegen Stolz (Rauhut) 1",16.90782,50.59331,"Stolec, gm. Ząbkowice Śląskie","1936","Silene coronaria (L.) Clairv."
"3465","Silene dichotoma","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Silene dichotoma Cosel: Oderhafen (Schubert)!",18.15245,50.35486,"Koźle, port","1931","Silene dichotoma Ehrh."
"3466","Silene dichotoma","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","Silene dichotoma Cosel: Oderhafen (Schubert)!",18.15245,50.35486,"Koźle, port","1931","Silene dichotoma Ehrh."
"3467","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1932","S. dichotoma [...] Gleiwitz: Kleeäcker b. Richtersdorf (Czmok)",18.62887,50.28637,"Wójtowa Wieś, Gliwice; na polu koniczyny","1932","Silene dichotoma Ehrh."
"3468","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1932","S. dichotoma [...] Landeshut: Hartmannsdorf (Strauch); [...]",16.09961,50.81211,"Jaczków, gm. Czarny Bór, pow. wałbrzyski","1932","Silene dichotoma Ehrh."
"3469","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1932","S. dichotoma [...] Schönau: Kreuzwiese (Strauch);[...]",15.94275,50.84424,"nieistniejący przysiółek Gniewczyce, Mniszków, gm. Janowice Wielkie, pow. karkonoski","1932","Silene dichotoma Ehrh."
"3470","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1932","S. dichotoma [...] Bolkenhain: [...] Ruhbank (Strauch);[...]",16.0685,50.81553,"Sędzisław, gm. Marciszów, pow. kamiennogórski","1932","Silene dichotoma Ehrh."
"3471","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1932","S. dichotoma [...] Bolkenhain: Rudelstadt, [...]",15.976,50.86885,"Ciechanowice, gm. Marciszów, pow. kamiennogórski","1932","Silene dichotoma Ehrh."
"3472","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1932","S. dichotoma Flinsberg: unter dem Hasenstein (Schoepke)!;[...]",15.33845,50.91968,"okolice wzgórza Iglica, Świeradów-Zdrój, pow. lubański","1932","Silene dichotoma Ehrh."
"3473","Silene dichotoma","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Silene dichotoma [...] Neumarkt: [...] Kammendorf (Kotschy)!",16.63472,51.16359,"Komorniki, gm. Środa Śląska, pow. średzki","1933","Silene dichotoma Ehrh."
"3474","Silene dichotoma","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Silene dichotoma [...] Neumarkt: Bischdorf, [...]",16.65808,51.1823,"Święte, gm. Środa Śląska, pow. średzki","1933","Silene dichotoma Ehrh."
"3475","Silene dichotoma","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Silene dichotoma Naumburg a. B.: Kohlholzberg (Tscheppe)!; [...]",NA,NA,"","1933","Silene dichotoma Ehrh."
"3476","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1934","Silene dichotoma [...] Neurode: Kleefeld bei Hausdorf (Niering) [...]",16.5167,50.63424,"Jugów, gm. Nowa Ruda, pow. kłodzki, pola koniczyny","1934","Silene dichotoma Ehrh."
"3477","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1934","Silene dichotoma [...] Silberberg: Ebersdorf (Rauhut); [...]",16.57278,50.57535,"Dzikowiec, gm. Nowa Ruda, pow. kłodzki","1934","Silene dichotoma Ehrh."
"3478","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1934","Silene dichotoma [...] Kanth: Bahndamm (Schoepke)!;[...]",16.74772,51.03686,"Kąty Wrocławskie, nasyp kolejowy","1934","Silene dichotoma Ehrh."
"3479","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1934","Silene dichotoma Hoyerswerda: Kleefelder bei [...] Lieske (Militzer)!; [...]",14.52853,51.32776,"","1934","Silene dichotoma Ehrh."
"3480","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1934","Silene dichotoma Hoyerswerda: Kleefelder bei Klösterl.-Neudorf [...]",14.2272,51.40154,"Neudorf-Klösterlich, pola koniczyny","1934","Silene dichotoma Ehrh."
"3481","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1935","Silene dichotoma mit vergrünten Blüten Kanth: Brache an der Bahnhofstraße (Schoepke)!",16.74847,51.03694,"Kąty Wrocławskie, ugór przy ul. Dworcowej","1935","Silene dichotoma Ehrh."
"3482","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1935","Silene dichotoma [...] Freiburg: mehrfach (Loge)",16.32036,50.85972,"Świebodzice","1935","Silene dichotoma Ehrh."
"3483","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1935","Silene dichotoma [...] Friedland: mehrfach!; [...]",16.19486,50.66958,"Mieroszów","1935","Silene dichotoma Ehrh."
"3484","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1935","Silene dichotoma [...] Hirschberg: [...] Steinseiffen (Nerlich) [...]",15.77884,50.79121,"Ścięgny, gm. Podgórzyn, pow. karkonoski","1935","Silene dichotoma Ehrh."
"3485","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1935","Silene dichotoma [...] Hirschberg: Arnsdorf, [...]",15.76603,50.80603,"Mikołów","1935","Silene dichotoma Ehrh."
"3486","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1935","Silene dichotoma [...] Schmiedeberg (Kruber); [...]",15.82753,50.79317,"Kowary","1935","Silene dichotoma Ehrh."
"3487","Silene dichotoma","@schalowErgebnisseDurchforschungSchlesischen1935","Silene dichotoma [...] Liebenthal: mehrfach (Buchs)!",15.50094,51.0133,"Lubomierz","1935","Silene dichotoma Ehrh."
"3488","Melandryum rubrum","@schalowErgebnisseDurchforschungSchlesischen1935","Melandryum rubrum mit vergrünten Blüten Ottmachau: Fasanerie (Buchs)!",17.16671,50.47743,"Otmuchów, bażanciarnia","1935","Silene dioica subsp. dioica"
"3489","Melandryum rubrum","@schalowErgebnisseDurchforschungSchlesischen1936","Melandryum rubrum (Lieske bei Hoyerswerda) u. a.",14.53156,51.32734,"","1936","Silene dioica subsp. dioica"
"3490","Silene gallica","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","S. gallica Breslau: Güterbhf. Ost! (Dr. K. Meyer)!",17.0454,51.09688,"Wrocław, dawny dworzec towarowy","1931","Silene gallica L."
"3491","Silene gallica","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","S. gallica Breslau: Güterbhf. Ost! (Dr. K. Meyer)!",17.0454,51.09688,"Wrocław, dawny dworzec towarowy","1931","Silene gallica L."
"3492","Silene gallica var. anglica L.","@schalowErgebnisseDurchforschungSchlesischen1932","S. gallica var. anglica L. Breslau: Güterbahnhof West! (Dr. K. Meyer)!",17.01173,51.11007,"Wrocław, między ul. Braniborska a Robotnicza","1932","Silene gallica L."
"3493","Silene gallica","@schalowErgebnisseDurchforschungSchlesischen1932","Phalaris brachystachys Link Breslau: Hof der Fruchteinfuhrgesellschaft in der Siebenhufener Straße, sicherlich mit Südfruchttransporten eingeschleppt! [...] Hier fanden sich von sonstigen Südfruchtbegleitern noch: Phalaris canariensis, P. paradoxa, P. minor, Alopecurus agrestis, Anthoxanthum aristatum, Gastridium ventricosum, Cynosurus echinatus, Koeleria phleoides, Gaudinia fragilis, Scleropoa rigida, Vulpia ciliata (s. oben!), Bromus villosus, B. Madritensis, Haynaldia villosa, Triticum durum (s. oben!), Rumex bacephalophorus (s. oben!), Silene gallica, Brassica nigra, Rapistrum rugosum, Vicia Faba, V. villosa ssp. varia, Lathyrus Aphaca, Erodium malacoides, Scandix pecten Veneris, Torilis nodosa (s. oben!), T. arvensis ssp. heterophylla (s. oben!), Daucus aureus (s. oben!), Nepeta Cataria, Anagallis coerulea, Linaria Cymbalaria, Valerianella eriocarpa (s. oben!), Specularia speculum, Carduus pycnocephalus (s. oben!): Anthemis altissima, Anacyclus clavatus und Senecio Jacobaea var. erucoides (s. oben!).",17.00775,51.10392,"Wrocław, ul. Tęczowa; (Fruchteinfurh G.m.b.H., Filliale Breslau, Siebenhufener Str. 74, https://www.sbc.org.pl/dlibra/doccontent?id=86845); http://maps.mapywig.org/m/City_plans/Central_Europe/PLAN_DER_HAUPTSTADT_BRESLAU_Sonderplan_der_Innenstadt_5K_1934.jpg","1932","Silene gallica L."
"3494","Silene gallica","@schalowErgebnisseDurchforschungSchlesischen1934","S. gallica [...] Neumarkt: Ackerland (Kotschy) !",16.60034,51.15835,"Środa Śląska, pola","1934","Silene gallica L."
"3495","Silene gallica","@schalowErgebnisseDurchforschungSchlesischen1934","S. gallica Hoyerswerda: Güterbahnhof (Militzer)!; [...]",14.2267,51.43431,"dworzec towartowy","1934","Silene gallica L."
"3496","Melandryum noctiflorum","@schalowErgebnisseDurchforschungSchlesischen1932","Melandryum noctiflorum Silberberg: gegen Herzogswalde (Rauhut)!",16.65574,50.56046,"Żdanów, gm. Stoszowice, pow. ząbkowicki","1932","Silene noctiflora L."
"3497","Melandryum noctiflorum","@schalowErgebnisseDurchforschungSchlesischen1934","Melandryum noctiflorum Silberberg: Flachsfeld bei Neudorf!",16.61543,50.56565,"Nowa Wieś Kłodzka, gm. Nowa Ruda, pow. kłodzki, pole lnu","1934","Silene noctiflora L."
"3498","Silene nutans f. glabra","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","S. nutans f. glabra Bolkenhain: Lauterbacher Wald (Kruber)",16.03969,50.94828,"Jastrowiec, gm. Bolków, pow. jaworski; las na południe od miejscowości","1931","Silene nutans subsp. nutans"
"3499","Silene nutans f. glabra","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","S. nutans f. glabra Bolkenhain: Lauterbacher Wald (Kruber)",16.03969,50.94828,"Jastrowiec, gm. Bolków, pow. jaworski; las na południe od miejscowości","1931","Silene nutans subsp. nutans"
"3500","Silene nutans f. glabra","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","S. nutans f. glabra Jauer: Kl.-Neudorf (Kruber)!",16.05811,50.98473,"Nowa Wieś Mała, gm. Paszowice, pow. jaworski","1933","Silene nutans subsp. nutans"
"3501","Silene Otites","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","S. Otites [...] Steinau: Tarxdorf (Juhnke)!",16.48764,51.36673,"Tarchalice, gm. Wołów, pow. wołowski","1931","Silene otites (L.) Wibel"
"3502","Silene Otites","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","S. Otites [...] Koben: Zechelwitz!; [...]",16.45011,51.49422,"Ciechłowice, gm. Rudna, pow. lubiński","1931","Silene otites (L.) Wibel"
"3503","Silene Otites","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","S. Otites Wohlau: Amtsziegelei (Juhnke)!; [...]",16.67206,51.34341,"Wołów, gm. Wołów; dawna cegielnia miejska","1931","Silene otites (L.) Wibel"
"3504","Silene Otites","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","S. Otites [...] Steinau: Tarxdorf (Juhnke)!",16.48764,51.36673,"Tarchalice, gm. Wołów, pow. wołowski","1931","Silene otites (L.) Wibel"
"3505","Silene Otites","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","S. Otites [...] Koben: Zechelwitz!; [...]",16.45011,51.49422,"Ciechłowice, gm. Rudna, pow. lubiński","1931","Silene otites (L.) Wibel"
"3506","Silene Otites","@schalowErgebnisseSchlesischenPhanerogamenforschung1931","S. Otites Wohlau: Amtsziegelei (Juhnke)!; [...]",16.67206,51.34341,"Wołów, gm. Wołów; dawna cegielnia miejska","1931","Silene otites (L.) Wibel"
"3507","Silene otites","@schalowErgebnisseDurchforschungSchlesischen1932","S. Otites Guhrau: Sandhäuser b. Nechlau!",16.37047,51.68479,"Niechlów, gm. Niechlów, pow. górowski; okolice obecnej ul. Leśnej","1932","Silene otites (L.) Wibel"
"3508","Silene Otites","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","S. purpurea Wohlau: Mägdeberg bei Mondschütz (Petras)! [...] Der durch das Vorkommen von Scorzonera purpurea bemerkenswerte Mägdeberg ist eine freie und nicht allzu hohe Kuppe aus sandigem Lehm, die sich südöstlich von Mondschütz am Rande eines Höhenzuges erhebt. Leider ist ihre ganze Südhälfte bereits völlig abgetragen. Der restliche Teil wird von steppenartigen Heidewiesen bedeckt, die ein recht urwüchsiges Gepräge haben. Nur hin und wieder werden sie von vereinzelten Sträuchern (Berberis vulgaris, Rhamnus cathartica, Evonymus europaeus, Rosa scabriuscula und Rubus caesius) unterbrochen. Aus dem recht interessanten Pflanzenbestande sind besonders erwähnenswert: Anemone pratensis, Geranium sanguineum, Silene Otites, Seseli coloratum, Sedum reflexum, Chondrilla juncea, Helianthemum chamaecistus, Phleum Boehmeri, Veronica spicata, Helichrysum arenarium, Saxifraga tridactylites, Potentilla opaca u. a. Jedenfalls verdient diese Örtlichkeit besondere B eachtung. — Da ich in den nächsten Jahren alles zusammenstellen möchte, was in unserer Heimat an derartigen schützenswerten Pflanzenbeständen noch vorhanden ist, so bitte ich um gefällige Hinweise.",16.61765,51.30139,"[wzgórze] Dziewin, Mojęcice, gm. Wołów","1933","Silene otites (L.) Wibel"
"3509","Silene otites","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","S. Otites Guhrau: Rößteich bei Kainzen (Weidlich)!",16.5569,51.66317,"Kajęcin, Góra, gm. Góra; staw","1933","Silene otites (L.) Wibel"
"3510","Silene otites","@schalowErgebnisseDurchforschungSchlesischen1936","Ganz überraschend aber kommt die Entdeckung recht pflanzenreicher sogenannter „pontischer“ Hügel unweit Dammer im südlichen Teile des Namslauer Kreises. Nach Wittigs Angaben finden sich hier: Anemone pratensis, Thesium intermedium, Sempervivum soboliferum, Scorzonera humilis, Anthericum ramosum, Polypodium vulgare, Scabiosa canescens, Allium senescens, Silene Otites und Astragalus arenarius.",17.82027,50.98202,"Dąbrowa, gm. Świerczów, wzgórza","1936","Silene otites (L.) Wibel"
"3511","Silene otites","@schalowErgebnisseDurchforschungSchlesischen1936","Zu den schon bekannte gesellt sich nun noch Silene Otites, die ich in den Nephritbruchen bei Jordansmühl antraf. Sie wuchs hier in Gesellschaft von Potentilla arenaria, Scabiosa canescens, Artemisia campestris, Seseli coloratum und Verbascum Blattaria.",16.83823,50.87105,"w kamieniołomach nefrytu, Jordanów Śląski","1936","Silene otites (L.) Wibel"
"3512","Silene pendula","@schalowErgebnisseDurchforschungSchlesischen1932","S. pendula Liebenthal: bei den Siedlungshäusern (Buchs)!",15.50094,51.0133,"Lubomierz","1932","Silene pendula L."
"3513","Silene pendula","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","S. pendula Naumburg a. B.: Briesnitztal (Tscheppe)!",15.25202,51.79057,"Nowogród Bobrzański, dolina rzeki Brzeźnica","1933","Silene pendula L."
"3514","Laserpicium prutenicum f. glabrum","@schalowErgebnisseDurchforschungSchlesischen1932","Laserpicium prutenicum f. glabrum Grottkau: Koppendorfer Wald!",17.40473,50.64141,"Pniewie, gm. Skoroszyce, pow. nyski; las na północ od miejscowości","1932","Silphiodaucus prutenicus subsp. prutenicus"
"3515","Laserpicium prutenicum","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Laserpicium prutenicum Neurode: Bittnerberg bei Hausdorf (Kramarz)!",16.52546,50.61054,"[wzgórze] Goryczka, Jugów, gm. Nowa Ruda, pow. kłodzki","1933","Silphiodaucus prutenicus subsp. prutenicus"
"3516","Laserpicium prutenicum","@schalowErgebnisseSchlesischenPhanerogamenforschung1933","Peucedanum Cervaria Wohlau: Seifwiesen bei Kl.-Kreidel! [...] Die Seifwiesen bei Kl.-Kreidel gehören mit zu den interessantesten Gebieten unserer rechten Oderseite. [...] Die wenigen Sträucher: Rosa gallica , R. scabriuscula, Salix repens und Ju niperus communis werden zu meist durch die Sense niedergehalten. Als Hauptcharakterpflanze der Wiesen ist die Hirschwurz, Peucedanum Cervaria zu betrachten. Von Begleitpflanzen sind zu nennen: Primula officinalis, Campanula glomerata , Laserpicium prutenicum, Scorzonera humilis, Carex tomentosa, Viola hirta, Helianthemum chamaecistus, Potentilla alba, Iris sibirica, Crepis praemorsa, Orchis morio, Inula salicina u. a. Hin und wieder kommt es auch durch das Vorherrschen von Calluna vulgaris zur Ausbildung von echten Heidewiesen. An tieferen Stellen schließen sich allerhand Riedgräser zu dichten Beständen zusammen, die von Carex acutiformis, C. Goodenoughi, C. disticha , C. flava und C. Buxbaumi gebildet werden. Ihnen sind bei­gemischt: Eriophorum latifolium und E. angustifolium, Crepis paludosus, Orchis latifolia, Pedicularis silvatica u. a. Ganz ähnlich wie auf den Silsterwitzer Wiesen finden sich auch hier größere reine Schilfbestände. Auch Calamagrostis lanceolata ist mit unter tonangebend. Soviel zur Kennzeichnung der Kreideier Seifwiesen. Wo finden sich in Schlesien noch ähnliche Wiesenbestände? [...]",16.52907,51.30866,"Krzydlina Mała, gm. Wołów, łąki na płń-zachód od miejscowości","1933","Silphiodaucus prutenicus subsp. prutenicus"
"3517","Laserpicium prutenicum","@schalowErgebnisseDurchforschungSchlesischen1934","Laserpicium prutenicum Niesky: gegen die Sandschenke (Militzer).",14.80961,51.33568,"","1934","Silphiodaucus prutenicus subsp. prutenicus"
"3518","Silybum Marianum","@schalowErgebnisseDurchforschungSchlesischen1932","Silybum Marianum Greiffenberg: Neundorf-Gräflich (Buchs)!",15.42217,51.00416,"Proszówka, gm. Gryfów Śląski, pow. lwówecki","1932","Silybum marianum (L.) Gaertn."
"3519","Silybum marianum","@schalowErgebnisseDurchforschungSchlesischen1934","Silybum Marianum Liebenthal: Geppersdorf (Buchs)!",15.5287,51.01552,"Milęcice, gm. Lubomierz","1934","Silybum marianum (L.) Gaertn."
"3520","Silybum marianum","@schalowErgebnisseDurchforschungSchlesischen1935","Silybum Marianum [...] Frankenstein: gegen Tarnau (Rauhut)!",16.78848,50.58042,"Tarnów, gm. Ząbkowice Śląskie","1935","Silybum marianum (L.) Gaertn."
"3521","Silybum marianum","@schalowErgebnisseDurchforschungSchlesischen1935","Silybum Marianum Löwenberg: Cunzendorf unterm Walde (Buchs)!;",15.47886,51.08887,"Gradówek, gm. Lwówek Śląski, pod lasem","1935","Silybum marianum (L.) Gaertn."
"3522","Sinapis alba","@schalowErgebnisseDurchforschungSchlesischen1934","Sinapis alba Silberberg: Flachsfeld bei Neudorf, auch mit f. glabrata (== ssp. dissecta (Lag.) Bonnier)!",16.61543,50.56565,"Nowa Wieś Kłodzka, gm. Nowa Ruda, pow. kłodzki, pole lnu","1934","Sinapis alba L."
"3523","Sinapis alba f. glabrata","@schalowErgebnisseDurchforschungSchlesischen1934","Sinapis alba Silberberg: Flachsfeld bei Neudorf, auch mit f. glabrata (== ssp. dissecta (Lag.) Bonnier)!",16.61543,50.56565,"Nowa Wieś Kłodzka, gm. Nowa Ruda, pow. kłodzki, pole lnu","1934","Sinapis alba subsp. dissecta (Lag.) Simonk."
"3524","Sisymbrium Sinapistrum","@schalowErgebnisseDurchforschungSchlesischen1932","Sisymbrium Sinapistrum Neumarkt: Bahnhof!",16.60593,51.18894,"Środa Śląska, dworzec","1932","Sisymbrium altissimum L."
"3525","Sisymbrium Sinapistrum","@schalowErgebnisseDurchforschungSchlesischen1934","S. Sinapistrum [...] Brieg: Güterbahnhof!",17.4659,50.85398,"Brzeg, gm. Brzeg, dworzec towarowy","1934","Sisymbrium altissimum L."
"3526","Sisymbrium Sinapistrum","@schalowErgebnisseDurchforschungSchlesischen1934","S. Sinapistrum [...] Guhrau: [...] Mühlenwerke (Weidlich)!;[...]",16.54435,51.6706,"Góra, gm. Góra, dawny młyn","1934","Sisymbrium altissimum L."
"3527","Sisymbrium Sinapistrum","@schalowErgebnisseDurchforschungSchlesischen1934","S. Sinapistrum [...] Guhrau: Güterbahnhof [...]",16.54286,51.67563,"Góra, gm. Góra, dworzec towarowy","1934","Sisymbrium altissimum L."
"3528","Sisymbrium Sinapistrum","@schalowErgebnisseDurchforschungSchlesischen1934","S. Sinapistrum [...] Lauban: Güterbahnhof (Buchs)!;  [...]",15.29498,51.10889,"Lubań, dworzec towarowy","1934","Sisymbrium altissimum L."
"3529","Sisymbrium Sinapistrum","@schalowErgebnisseDurchforschungSchlesischen1934","S. Sinapistrum [...] Niesky: Rietschen (Militzer)!; [...]",14.79194,51.39912,"","1934","Sisymbrium altissimum L."
"3530","Sisymbrium Sinapistrum","@schalowErgebnisseDurchforschungSchlesischen1934","S. Sinapistrum [...] Hoyerswerda: Bahnhof (Militzer)!; [...]",14.23115,51.43286,"dworzec kolejowy","1934","Sisymbrium altissimum L."
"3531","Sisymbrium Sinapistrum","@schalowErgebnisseDurchforschungSchlesischen1934","S. Sinapistrum Ruhland: Bahndämme bei Hohenbocka (Militzer)!; [...]",14.02274,51.43335,"przy nasypie kolejowym","1934","Sisymbrium altissimum L."
"3532","Sisymbrium sinapistrum","@schalowErgebnisseDurchforschungSchlesischen1935","Sisymbrium Sinapistrum [...] Kamenz: Gallenau (Rauhut)!",16.90667,50.54205,"Goleniów Śląski","1935","Sisymbrium altissimum L."
"3533","Sisymbrium sinapistrum","@schalowErgebnisseDurchforschungSchlesischen1935","Sisymbrium Sinapistrum Ruhland: Dolstheida (Militzer);",13.77709,51.46645,"Lauchhammer-Süd","1935","Sisymbrium altissimum L."
